anno;ats_struttura;codice_struttura_di_ricovero;descrizione_struttura_di_ricovero;coordinata_geografica_x;coordinata_geografica_y;codice_disciplina;descrizione_disciplina;tipologia_assistenza;tipo_drg;codice_drg;descrizione_drg;codice_acc_di_diagnosi;descrizione_acc_di_diagnosi;codice_mdc;descrizione_mdc;totale_ricoveri;ricoveri_do;ricoveri_ordinari_01_giorni;ricoveri_dh;ricoveri_ds;giornate_degenza_do;accessi_dh;accessi_ds;giornate_degenza_totali;dimissioni_volontarie;trasferimenti;ricoveri_ripetuti;ritorni_in_sala_operatoria
2016;326 - ATS DI BRESCIA;030184-00;OSPEDALE DI MANERBIO;45.35666995;10.14405823;39;PEDIATRIA;A;M;430;PSICOSI;655;DISTURBI DELL'ETA' PRE ADULTA;19;MALATTIE E DISTURBI MENTALI;1;1;0;0;0;12;0;0;12;0;0;0;0
2019;327 - ATS DELLA VAL PADANA;030209-00;OSPEDALE MAGGIORE - CREMA;45.35443602;9.681217036;68;PNEUMOLOGIA;A;M;97;BRONCHITE E ASMA, ETA' > 17 SENZA CC;128;ASMA;4;MALATTIE E DISTURBI APPARATO RESPIRATORIO;6;6;0;0;0;52;0;0;52;0;0;0;0
2016;322 - ATS DELL'INSUBRIA;030022-00;OSPEDALE S. ANTONIO ABATE - CANTU';45.73895486;9.13994796;39;PEDIATRIA;A;M;430;PSICOSI;657;DISTURBI DELL'UMORE;19;MALATTIE E DISTURBI MENTALI;3;3;0;0;0;35;0;0;35;0;0;0;0
2015;326 - ATS DI BRESCIA;030156-00;OSPEDALE DI DESENZANO;45.4098217;10.56462005;26;MEDICINA GENERALE;A;M;142;SINCOPE E COLLASSO SENZA CC;245;SINCOPE;5;MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO;3;3;1;0;0;9;0;0;9;0;0;0;0
2014;323 - ATS DELLA MONTAGNA;030274-02;OSPEDALE VALCAMONICA - EDOLO;46.17850585;10.33062365;60;LUNGODEGENTI;L;M;9;MAL. E TRAUMATISMI MIDOLLO SPINALE;82;PARALISI;1;MALATTIE E DISTURBI SISTEMA NERVOSO;2;2;0;0;0;67;0;0;67;0;0;0;0
2016;324 - ATS DELLA BRIANZA;030909-00;OSPEDALE S.GERARDO - MONZA;45.60018518;9.258430902;40;PSICHIATRIA;A;M;426;NEVROSI DEPRESSIVE;657;DISTURBI DELL'UMORE;19;MALATTIE E DISTURBI MENTALI;2;1;0;1;0;8;4;0;12;0;0;0;0
2015;328 - ATS DI PAVIA;030191-00;OSPEDALE S.MARTINO - MEDE;45.0916877;8.730877198;26;MEDICINA GENERALE;A;M;421;MAL. DI ORIGINE VIRALE, ETA' > 17;7;INFEZIONI VIRALI;18;MALATTIE INFETTIVE E PARASSITARIE;1;1;0;0;0;4;0;0;4;0;0;0;0
2013;322 - ATS DELL'INSUBRIA;030006-00;OSP. S. ANTONIO ABATE - GALLARATE;45.6556815;8.792407598;49;TERAPIA INTENSIVA;A;M;511;USTIONI NON ESTESE SENZA CC O TRAUMI RILEVANTI;240;USTIONI;22;USTIONI;1;1;1;0;0;1;0;0;1;0;0;0;0
2017;325 - ATS DI BERGAMO;030140-00;OSPEDALE BOLOGNINI - SERIATE;45.68364972;9.716990446;37;OSTETRICIA E GINECOLOGIA;A;M;380;ABORTO SENZA D&C;177;ABORTO SPONTANEO;14;GRAVIDANZA, PARTO E PUERPERIO;12;12;6;0;0;34;0;0;34;0;0;0;0
2015;326 - ATS DI BRESCIA;030295-00;FONDAZIONE POLIAMBULANZA - BRESCIA;45.51939749;10.23594122;32;NEUROLOGIA;A;M;427;NEVROSI ESCL. NEVROSI DEPRESSIVE;650;DISTURBI DI ADATTAMENTO;19;MALATTIE E DISTURBI MENTALI;1;1;0;0;0;4;0;0;4;0;0;0;0
2019;328 - ATS DI PAVIA;030193-00;OSPEDALE CIVILE - VIGEVANO;45.32134211;8.865051428;31;NIDO;A;M;387;PREMATURIT` CON AFFEZIONI MAGGIORI;218;NATI VIVI SANI;15;MALATTIE E DISTURBI PERIODO PERINATALE;9;9;0;0;0;89;0;0;89;0;0;0;0
2017;323 - ATS DELLA MONTAGNA;030042-00;OSPEDALE SONDRIO;46.1707552;9.879429303;62;NEONATOLOGIA;A;M;35;ALTRE MAL. SIST. NERVOSO SENZA CC;82;PARALISI;1;MALATTIE E DISTURBI SISTEMA NERVOSO;1;1;0;0;0;3;0;0;3;0;0;0;0
2017;326 - ATS DI BRESCIA;030184-00;OSPEDALE DI MANERBIO;45.35666995;10.14405823;26;MEDICINA GENERALE;A;M;562;CONVULSIONI, ETÀ > 17 ANNI CON CC;83;EPILESSIA E CONVULSIONI;1;MALATTIE E DISTURBI SISTEMA NERVOSO;2;2;0;0;0;17;0;0;17;0;0;0;0
2018;328 - ATS DI PAVIA;030198-00;ISTITUTO CLINICO BEATO MATTEO;45.30665545;8.869449753;26;MEDICINA GENERALE;A;M;426;NEVROSI DEPRESSIVE;657;DISTURBI DELL'UMORE;19;MALATTIE E DISTURBI MENTALI;7;7;0;0;0;53;0;0;53;0;0;1;0
2018;326 - ATS DI BRESCIA;030167-00;OSPEDALE DEI BAMBINI - BRESCIA;45.55518065;10.23255305;62;NEONATOLOGIA;A;M;33;COMMOZIONE CEREBRALE, ETA' < 18;233;TRAUMATISMO INTRACRANICO;1;MALATTIE E DISTURBI SISTEMA NERVOSO;4;4;0;0;0;12;0;0;12;0;0;0;0
2016;326 - ATS DI BRESCIA;030154-01;PRESIDIO OSPEDALIERO DI CHIARI;45.539109;9.933542695;32;NEUROLOGIA;A;M;487;ALTRI TRAUMATISMI MULTIPLI RILEVANTI;233;TRAUMATISMO INTRACRANICO;24;TRAUMATISMI MULTIPLI;2;2;0;0;0;26;0;0;26;0;0;0;0
2018;326 - ATS DI BRESCIA;030154-01;PRESIDIO OSPEDALIERO DI CHIARI;45.539109;9.933542695;32;NEUROLOGIA;A;M;142;SINCOPE E COLLASSO SENZA CC;245;SINCOPE;5;MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO;3;3;0;0;0;18;0;0;18;0;0;0;0
2016;326 - ATS DI BRESCIA;030369-00;CENTRO MEDICO RICHIEDEI-PALAZZOLO S/O;45.60021856;9.885831465;21;GERIATRIA;A;M;426;NEVROSI DEPRESSIVE;657;DISTURBI DELL'UMORE;19;MALATTIE E DISTURBI MENTALI;1;1;0;0;0;4;0;0;4;0;0;0;0
2018;322 - ATS DELL'INSUBRIA;030902-00;OSPEDALE S. ANNA - COMO;45.80216962;9.039360974;40;PSICHIATRIA;A;M;430;PSICOSI;655;DISTURBI DELL'ETA' PRE ADULTA;19;MALATTIE E DISTURBI MENTALI;2;2;0;0;0;17;0;0;17;0;0;0;0
2015;328 - ATS DI PAVIA;030194-00;OSPEDALE CIVILE - VOGHERA;44.99301965;9.014096301;8;CARDIOLOGIA;A;M;123;MAL.CARDIOVASC. CON IMA, DECEDUTI;249;SHOCK;5;MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO;1;1;0;0;0;10;0;0;10;0;0;0;0
2018;327 - ATS DELLA VAL PADANA;030273-00;PRESIDIO OSPEDALIERO OGLIO PO-CASALMAGGIORE;44.97344044;10.46574666;39;PEDIATRIA;A;M;430;PSICOSI;657;DISTURBI DELL'UMORE;19;MALATTIE E DISTURBI MENTALI;3;3;0;0;0;60;0;0;60;0;0;0;0
2016;328 - ATS DI PAVIA;030193-00;OSPEDALE CIVILE - VIGEVANO;45.32134211;8.865051428;8;CARDIOLOGIA;A;M;430;PSICOSI;657;DISTURBI DELL'UMORE;19;MALATTIE E DISTURBI MENTALI;1;1;0;0;0;5;0;0;5;0;0;0;0
2019;323 - ATS DELLA MONTAGNA;030042-00;OSPEDALE SONDRIO;46.1707552;9.879429303;34;OCULISTICA;A;C;36;INT. SU RETINA;91;ALTRI DISTURBI DEGLI OCCHI;2;MALATTIE E DISTURBI OCCHIO;22;4;0;0;18;16;0;18;34;0;0;0;0
2018;327 - ATS DELLA VAL PADANA;030209-00;OSPEDALE MAGGIORE - CREMA;45.35443602;9.681217036;39;PEDIATRIA;A;M;98;BRONCHITE E ASMA, ETA' < 18;128;ASMA;4;MALATTIE E DISTURBI APPARATO RESPIRATORIO;5;5;0;0;0;18;0;0;18;0;0;0;0
2016;321 - ATS DELLA CITTA' METROPOLITANA DI MILANO;030281-01;OSPEDALE CIVILE DI LEGNANO;45.57377537;8.9059185;34;OCULISTICA;A;C;38;INT. PRIMARI SU IRIDE;88;GLAUCOMA;2;MALATTIE E DISTURBI OCCHIO;1;1;1;0;0;1;0;0;1;0;0;0;0
2017;328 - ATS DI PAVIA;030924-00;POLICLINICO S. MATTEO - PAVIA;45.19564231;9.147460893;8;CARDIOLOGIA;A;M;127;INSUFFICIENZA CARDIACA E SHOCK;249;SHOCK;5;MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO;1;1;0;0;0;6;0;0;6;0;0;0;0
2019;327 - ATS DELLA VAL PADANA;030908-00;OSPEDALE DI CREMONA;45.1439181;10.02604335;34;OCULISTICA;A;C;38;INT. PRIMARI SU IRIDE;88;GLAUCOMA;2;MALATTIE E DISTURBI OCCHIO;6;0;0;0;6;0;0;6;6;0;0;0;0
2019;327 - ATS DELLA VAL PADANA;030209-00;OSPEDALE MAGGIORE - CREMA;45.35443602;9.681217036;26;MEDICINA GENERALE;A;M;430;PSICOSI;657;DISTURBI DELL'UMORE;19;MALATTIE E DISTURBI MENTALI;1;1;0;0;0;9;0;0;9;0;0;0;0
2017;324 - ATS DELLA BRIANZA;030068-00;PRESIDIO OSPEDALIERO DI DESIO;45.62966255;9.197498905;39;PEDIATRIA;A;M;142;SINCOPE E COLLASSO SENZA CC;245;SINCOPE;5;MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO;9;9;1;0;0;36;0;0;36;0;0;0;0
2014;327 - ATS DELLA VAL PADANA;030907-00;OSPEDALE C. POMA - MANTOVA;45.14135331;10.77189591;34;OCULISTICA;A;C;40;INT. EXTRAOCULARI ESCL. ORBITA, ETA' > 17;88;GLAUCOMA;2;MALATTIE E DISTURBI OCCHIO;1;0;0;0;1;0;0;9;9;0;0;0;0
2019;326 - ATS DI BRESCIA;030156-00;OSPEDALE DI DESENZANO;45.4098217;10.56462005;68;PNEUMOLOGIA;A;M;97;BRONCHITE E ASMA, ETA' > 17 SENZA CC;128;ASMA;4;MALATTIE E DISTURBI APPARATO RESPIRATORIO;7;7;0;0;0;68;0;0;68;0;0;0;0
2018;328 - ATS DI PAVIA;030193-00;OSPEDALE CIVILE - VIGEVANO;45.32134211;8.865051428;26;MEDICINA GENERALE;A;M;45;MAL. NEUROLOGICHE OCCHIO;89;CECITA' E DIFETTI VISIVI;2;MALATTIE E DISTURBI OCCHIO;1;1;0;0;0;13;0;0;13;0;0;0;0
2014;328 - ATS DI PAVIA;030194-00;OSPEDALE CIVILE - VOGHERA;44.99301965;9.014096301;9;CHIRURGIA GENERALE;A;C;158;INT. SU ANO E STOMA SENZA CC;143;ERNIA ADDOMINALE;6;MALATTIE E DISTURBI APPARATO DIGERENTE;1;0;0;0;1;0;0;1;1;0;0;0;0
2015;322 - ATS DELL'INSUBRIA;030902-00;OSPEDALE S. ANNA - COMO;45.80216962;9.039360974;31;NIDO;A;M;48;ALTRE MAL. OCCHIO, ETA' < 18;217;ALTRE ANOMALIE CONGENITE;2;MALATTIE E DISTURBI OCCHIO;1;1;0;0;0;3;0;0;3;0;0;0;0
2016;326 - ATS DI BRESCIA;030906-00;PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;45.55518065;10.23255305;26;MEDICINA GENERALE;A;M;510;USTIONI NON ESTESE CON CC O TRAUMI RILEVANTI;240;USTIONI;22;USTIONI;1;1;0;0;0;27;0;0;27;0;0;0;0
2017;322 - ATS DELL'INSUBRIA;030006-00;OSP. S. ANTONIO ABATE - GALLARATE;45.6556815;8.792407598;39;PEDIATRIA;A;C;163;INT. ERNIA, ETA' < 18;143;ERNIA ADDOMINALE;6;MALATTIE E DISTURBI APPARATO DIGERENTE;1;1;1;0;0;1;0;0;1;0;0;0;0
2017;325 - ATS DI BERGAMO;030905-00;OSPEDALE PAPA GIOVANNI XXIII - BG;45.68701679;9.63853045;40;PSICHIATRIA;A;M;426;NEVROSI DEPRESSIVE;658;DISTURBI DELLA PERSONALITA';19;MALATTIE E DISTURBI MENTALI;1;1;0;0;0;19;0;0;19;0;0;0;0
2015;328 - ATS DI PAVIA;030194-00;OSPEDALE CIVILE - VOGHERA;44.99301965;9.014096301;43;UROLOGIA;A;M;208;MAL. VIE BILIARI SENZA CC;149;MALATTIE DELLE VIE BILIARI;7;MALATTIE E DISTURBI EPATOBILIARI E PANCREAS;1;1;0;0;0;9;0;0;9;0;0;0;0
2018;322 - ATS DELL'INSUBRIA;030010-00;OSPEDALE GALMARINI - TRADATE;45.7230613;8.900866269;34;OCULISTICA;A;C;37;INT. SU ORBITA;91;ALTRI DISTURBI DEGLI OCCHI;2;MALATTIE E DISTURBI OCCHIO;1;0;0;0;1;0;0;1;1;0;0;0;0
2016;323 - ATS DELLA MONTAGNA;030042-00;OSPEDALE SONDRIO;46.1707552;9.879429303;64;ONCOLOGIA;A;M;78;EMBOLIA POLMONARE;103;MALATTIA CARDIOPOLMONARE;4;MALATTIE E DISTURBI APPARATO RESPIRATORIO;1;1;0;0;0;16;0;0;16;0;0;0;0
2014;326 - ATS DI BRESCIA;030906-00;PRES.OSPEDAL.SPEDALI CIVILI BRESCIA;45.55518065;10.23255305;34;OCULISTICA;A;M;48;ALTRE MAL. OCCHIO, ETA' < 18;240;USTIONI;2;MALATTIE E DISTURBI OCCHIO;1;1;0;0;0;2;0;0;2;0;0;0;0
2019;327 - ATS DELLA VAL PADANA;030273-00;OSPEDALE OGLIO PO;44.97344044;10.46574666;26;MEDICINA GENERALE;A;M;423;ALTRE DIA. INFETTIVE E PARASSITARIE;4;MICOSI;18;MALATTIE INFETTIVE E PARASSITARIE;1;1;1;0;0;1;0;0;1;1;0;0;0
2016;322 - ATS DELL'INSUBRIA;030902-00;OSPEDALE S. ANNA - COMO;45.80216962;9.039360974;39;PEDIATRIA;A;M;143;DOLORE TORACICO;102;DOLORE TORACICO NON SPECIFICO;5;MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO;2;2;0;0;0;5;0;0;5;0;0;0;0
2016;326 - ATS DI BRESCIA;030156-00;OSPEDALE DI DESENZANO;45.4098217;10.56462005;26;MEDICINA GENERALE;A;M;176;ULCERA PEPTICA COMPLICATA;138;DISTURBI DELL'ESOFAGO;6;MALATTIE E DISTURBI APPARATO DIGERENTE;1;1;0;0;0;6;0;0;6;0;0;0;0
2014;323 - ATS DELLA MONTAGNA;030045-00;OSPEDALE  MORBEGNO;46.13375722;9.57394838;60;LUNGODEGENTI;L;M;430;PSICOSI;659;SCHIZOFRENIA E DISTURBI CORRELATI;19;MALATTIE E DISTURBI MENTALI;1;1;0;0;0;6;0;0;6;0;0;0;0
2017;325 - ATS DI BERGAMO;030905-00;OSPEDALE PAPA GIOVANNI XXIII - BG;45.68701679;9.63853045;18;EMATOLOGIA;A;C;481;TRAPIANTO DI MIDOLLO OSSEO;80;SCLEROSI MULTIPLA;PR;PREMDC (DRG SENZA SPECIFICA MDC);1;1;0;0;0;53;0;0;53;0;0;0;0
2017;322 - ATS DELL'INSUBRIA;030902-00;OSPEDALE S. ANNA - COMO;45.80216962;9.039360974;32;NEUROLOGIA;A;M;27;STUPORE E COMA TRAUMAT.,COMA > 1 H;233;TRAUMATISMO INTRACRANICO;1;MALATTIE E DISTURBI SISTEMA NERVOSO;4;4;0;0;0;168;0;0;168;0;0;0;0
2017;328 - ATS DI PAVIA;030202-00;IST.DI CURA CITTA'DI PAVIA;45.19256062;9.167915475;14;CHIRURGIA VASCOLARE;A;C;479;ALTRI INT. VASCOLARI SENZA CC;248;GANGRENA;5;MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO;1;1;0;0;0;14;0;0;14;0;0;0;0
2018;323 - ATS DELLA MONTAGNA;030274-02;OSPEDALE VALCAMONICA - EDOLO;46.17850585;10.33062365;26;MEDICINA GENERALE;A;M;141;SINCOPE E COLLASSO CON CC;245;SINCOPE;5;MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO;5;5;0;0;0;48;0;0;48;0;0;0;0
2019;327 - ATS DELLA VAL PADANA;030907-00;OSPEDALE C. POMA - MANTOVA;45.14135331;10.77189591;51;ASTANTERIA;A;C;486;ALTRI INT.CHIR. PER TRAUMATISMI MULTIPLI RILEVANTI;231;ALTRE FRATTURE;24;TRAUMATISMI MULTIPLI;1;1;0;0;0;10;0;0;10;0;0;0;0
2017;322 - ATS DELL'INSUBRIA;030901-01;OSPEDALE DI CIRCOLO E FONDAZIONE MACCHI;45.80802245;8.837196022;34;OCULISTICA;A;C;36;INT. SU RETINA;88;GLAUCOMA;2;MALATTIE E DISTURBI OCCHIO;1;0;0;0;1;0;0;1;1;0;0;0;0
2016;325 - ATS DI BERGAMO;030140-00;OSPEDALE BOLOGNINI - SERIATE;45.68364972;9.716990446;32;NEUROLOGIA;A;M;429;DISTURBI ORGANICI E RITARDO MENTALE;654;DISTURBI DELLO SVILUPPO;19;MALATTIE E DISTURBI MENTALI;1;1;0;0;0;5;0;0;5;0;0;0;0
2016;325 - ATS DI BERGAMO;030905-00;OSPEDALE PAPA GIOVANNI XXIII - BG;45.68701679;9.63853045;11;CHIRURGIA PEDIATRICA;A;M;511;USTIONI NON ESTESE SENZA CC O TRAUMI RILEVANTI;240;USTIONI;22;USTIONI;2;2;0;0;0;7;0;0;7;0;0;0;0
2016;323 - ATS DELLA MONTAGNA;030031-00;OSP. MORIGGIA PELASCINI - GRAVEDONA;46.14307916;9.300444741;34;OCULISTICA;A;M;47;ALTRE MAL. OCCHIO, ETA' > 17 SENZA CC;88;GLAUCOMA;2;MALATTIE E DISTURBI OCCHIO;1;1;1;0;0;1;0;0;1;0;0;0;0
2015;327 - ATS DELLA VAL PADANA;030908-00;ISTITUTI OSPITALIERI - CREMONA;45.1439181;10.02604335;26;MEDICINA GENERALE;A;M;45;MAL. NEUROLOGICHE OCCHIO;89;CECITA' E DIFETTI VISIVI;2;MALATTIE E DISTURBI OCCHIO;1;1;0;0;0;7;0;0;7;0;0;0;0
2019;322 - ATS DELL'INSUBRIA;030030-00;OSPEDALE  VALDUCE;45.810159;9.087697664;26;MEDICINA GENERALE;A;C;481;TRAPIANTO DI MIDOLLO OSSEO;39;LEUCEMIE;PR;PREMDC (DRG SENZA SPECIFICA MDC);2;2;0;0;0;35;0;0;35;0;0;0;0
2018;323 - ATS DELLA MONTAGNA;030042-00;OSPEDALE SONDRIO;46.1707552;9.879429303;62;NEONATOLOGIA;A;M;184;GASTROENT., MISCELL. MAL. DIGER.,ETA'< 18;250;NAUSEA E VOMITO;6;MALATTIE E DISTURBI APPARATO DIGERENTE;1;1;1;0;0;1;0;0;1;0;0;0;0
2019;327 - ATS DELLA VAL PADANA;030273-00;OSPEDALE OGLIO PO;44.97344044;10.46574666;9;CHIRURGIA GENERALE;A;M;172;T.M. APP. DIGERENTE CON CC;14;TUMORI MALIGNI DEL COLON;6;MALATTIE E DISTURBI APPARATO DIGERENTE;2;2;0;0;0;22;0;0;22;0;0;0;0
2018;326 - ATS DI BRESCIA;030156-00;OSPEDALE DI DESENZANO;45.4098217;10.56462005;37;OSTETRICIA E GINECOLOGIA;A;M;380;ABORTO SENZA D&C;177;ABORTO SPONTANEO;14;GRAVIDANZA, PARTO E PUERPERIO;1;1;1;0;0;1;0;0;1;0;0;0;0
2017;325 - ATS DI BERGAMO;030905-00;OSPEDALE PAPA GIOVANNI XXIII - BG;45.68701679;9.63853045;40;PSICHIATRIA;A;M;430;PSICOSI;655;DISTURBI DELL'ETA' PRE ADULTA;19;MALATTIE E DISTURBI MENTALI;1;0;0;1;0;0;6;0;6;0;0;0;0
2017;323 - ATS DELLA MONTAGNA;030904-00;OSPEDALE MORELLI - SONDALO;46.33431031;10.32968894;9;CHIRURGIA GENERALE;A;M;511;USTIONI NON ESTESE SENZA CC O TRAUMI RILEVANTI;240;USTIONI;22;USTIONI;1;1;0;0;0;6;0;0;6;0;0;0;0
2017;323 - ATS DELLA MONTAGNA;030026-00;OSPEDALE ERBA-  RENALDI - MENAGGIO;46.01845912;9.226188677;9;CHIRURGIA GENERALE;A;C;163;INT. ERNIA, ETA' < 18;143;ERNIA ADDOMINALE;6;MALATTIE E DISTURBI APPARATO DIGERENTE;1;1;0;0;0;4;0;0;4;0;0;0;0
2019;324 - ATS DELLA BRIANZA;030068-00;PRESIDIO OSPEDALIERO DI DESIO;45.62966255;9.197498905;29;NEFROLOGIA;A;M;78;EMBOLIA POLMONARE;103;MALATTIA CARDIOPOLMONARE;4;MALATTIE E DISTURBI APPARATO RESPIRATORIO;1;1;0;0;0;5;0;0;5;0;0;0;0
2019;322 - ATS DELL'INSUBRIA;030030-00;OSPEDALE  VALDUCE;45.810159;9.087697664;26;MEDICINA GENERALE;A;M;97;BRONCHITE E ASMA, ETA' > 17 SENZA CC;125;BRONCHITE ACUTA;4;MALATTIE E DISTURBI APPARATO RESPIRATORIO;2;2;0;0;0;19;0;0;19;0;0;0;0
2018;325 - ATS DI BERGAMO;030146-00;CASA DI CURA S. FRANCESCO - BERGAMO;45.69772083;9.655796731;60;LUNGODEGENTI;L;M;9;MAL. E TRAUMATISMI MIDOLLO SPINALE;82;PARALISI;1;MALATTIE E DISTURBI SISTEMA NERVOSO;1;1;0;0;0;59;0;0;59;0;0;0;0
2019;327 - ATS DELLA VAL PADANA;030908-00;OSPEDALE DI CREMONA;45.1439181;10.02604335;9;CHIRURGIA GENERALE;A;M;141;SINCOPE E COLLASSO CON CC;245;SINCOPE;5;MALATTIE E DISTURBI SISTEMA CARDIOCIRCOLATORIO;1;1;0;0;0;3;0;0;3;0;0;0;0
2015;328 - ATS DI PAVIA;030193-00;OSPEDALE CIVILE - VIGEVANO;45.32134211;8.865051428;34;OCULISTICA;A;C;37;INT. SU ORBITA;235;FERITE APERTE DI TESTA, COLLO E TRONCO;2;MALATTIE E DISTURBI OCCHIO;1;1;0;0;0;2;0;0;2;0;0;0;0
2017;324 - ATS DELLA BRIANZA;030078-00;PRESIDIO OSPEDALIERO DI VIMERCATE;45.6084494;9.3580982;32;NEUROLOGIA;A;M;12;MAL. DEGENERATIVE SIST. NERVOSO;82;PARALISI;1;MALATTIE E DISTURBI SISTEMA NERVOSO;1;1;0;0;0;6;0;0;6;0;0;0;0
2017;327 - ATS DELLA VAL PADANA;030209-00;OSPEDALE MAGGIORE - CREMA;45.35443602;9.681217036;68;PNEUMOLOGIA;A;M;97;BRONCHITE E ASMA, ETA' > 17 SENZA CC;128;ASMA;4;MALATTIE E DISTURBI APPARATO RESPIRATORIO;4;4;0;0;0;30;0;0;30;0;0;0;0
2018;324 - ATS DELLA BRIANZA;030078-00;PRESIDIO OSPEDALIERO DI VIMERCATE;45.6084494;9.3580982;32;NEUROLOGIA;A;M;12;MAL. DEGENERATIVE SIST. NERVOSO;82;PARALISI;1;MALATTIE E DISTURBI SISTEMA NERVOSO;6;6;0;0;0;93;0;0;93;0;0;0;0
2016;324 - ATS DELLA BRIANZA;030903-00;OSPEDALE DI CIRCOLO A. MANZONI - LECCO;45.85324969;9.412681005;64;ONCOLOGIA;A;M;35;ALTRE MAL. SIST. NERVOSO SENZA CC;82;PARALISI;1;MALATTIE E DISTURBI SISTEMA NERVOSO;1;1;0;0;0;15;0;0;15;0;0;0;0
2018;323 - ATS DELLA MONTAGNA;030904-00;OSPEDALE MORELLI - SONDALO;46.33431031;10.32968894;30;NEUROCHIRURGIA;A;M;12;MAL. DEGENERATIVE SIST. NERVOSO;82;PARALISI;1;MALATTIE E DISTURBI SISTEMA NERVOSO;1;1;1;0;0;1;0;0;1;1;0;0;0
2018;326 - ATS DI BRESCIA;030154-01;PRESIDIO OSPEDALIERO DI CHIARI;45.539109;9.933542695;32;NEUROLOGIA;A;M;427;NEVROSI ESCL. NEVROSI DEPRESSIVE;670;ALTRI DISTURBI;19;MALATTIE E DISTURBI MENTALI;1;1;0;0;0;9;0;0;9;0;0;0;0
2018;328 - ATS DI PAVIA;030924-00;POLICLINICO S. MATTEO - PAVIA;45.19564231;9.147460893;9;CHIRURGIA GENERALE;A;M;78;EMBOLIA POLMONARE;103;MALATTIA CARDIOPOLMONARE;4;MALATTIE E DISTURBI APPARATO RESPIRATORIO;1;1;0;0;0;9;0;0;9;0;0;0;0
2019;326 - ATS DI BRESCIA;030295-00;FONDAZIONE POLIAMBULANZA - BRESCIA;45.51939749;10.23594122;34;OCULISTICA;A;C;37;INT. SU ORBITA;89;CECITA' E DIFETTI VISIVI;2;MALATTIE E DISTURBI OCCHIO;1;1;0;0;0;2;0;0;2;0;0;0;0
2019;327 - ATS DELLA VAL PADANA;030273-00;OSPEDALE OGLIO PO;44.97344044;10.46574666;26;MEDICINA GENERALE;A;M;97;BRONCHITE E ASMA, ETA' > 17 SENZA CC;128;ASMA;4;MALATTIE E DISTURBI APPARATO RESPIRATORIO;1;1;0;0;0;5;0;0;5;0;0;0;0
2019;325 - ATS DI BERGAMO;030905-00;OSPEDALE PAPA GIOVANNI XXIII - BG;45.68701679;9.63853045;98;DAY SURGERY;A;C;41;INT. EXTRAOCULARI ESCL. ORBITA, ETA' < 18;88;GLAUCOMA;2;MALATTIE E DISTURBI OCCHIO;1;0;0;0;1;0;0;1;1;0;0;0;0
2018;322 - ATS DELL'INSUBRIA;030008-00;OSP. GENERALE PROVINCIALE - SARONNO;45.62782133;9.040169373;32;NEUROLOGIA;A;M;9;MAL. E TRAUMATISMI MIDOLLO SPINALE;82;PARALISI;1;MALATTIE E DISTURBI SISTEMA NERVOSO;2;2;0;0;0;18;0;0;18;0;0;0;0
2018;322 - ATS DELL'INSUBRIA;030901-02;OSPEDALE F. DEL PONTE - VARESE;45.83678355;8.806505449;39;PEDIATRIA;A;M;511;USTIONI NON ESTESE SENZA CC O TRAUMI RILEVANTI;240;USTIONI;22;USTIONI;2;2;0;0;0;30;0;0;30;0;0;0;0
2019;322 - ATS DELL'INSUBRIA;030902-00;OSPEDALE S. ANNA - COMO;45.80216962;9.039360974;8;CARDIOLOGIA;A;M;88;MALATTIA POLMONARE CRONICO-OSTRUTTIVA;128;ASMA;4;MALATTIE E DISTURBI APPARATO RESPIRATORIO;1;1;0;0;0;9;0;0;9;0;0;0;0
2018;322 - ATS DELL'INSUBRIA;030030-00;OSPEDALE  VALDUCE;45.810159;9.087697664;58;GASTROENTEROLOGIA;A;M;78;EMBOLIA POLMONARE;103;MALATTIA CARDIOPOLMONARE;4;MALATTIE E DISTURBI APPARATO RESPIRATORIO;1;1;0;0;0;11;0;0;11;0;0;0;0
2017;322 - ATS DELL'INSUBRIA;030037-00;CASA DI CURA VILLA S. BENEDETTO-ALBESE;45.79699056;9.164084401;60;LUNGODEGENTI;L;M;426;NEVROSI DEPRESSIVE;657;DISTURBI DELL'UMORE;19;MALATTIE E DISTURBI MENTALI;1;1;0;0;0;51;0;0;51;0;0;0;0
2018;326 - ATS DI BRESCIA;030184-00;OSPEDALE DI MANERBIO;45.35666995;10.14405823;26;MEDICINA GENERALE;A;M;430;PSICOSI;657;DISTURBI DELL'UMORE;19;MALATTIE E DISTURBI MENTALI;1;1;0;0;0;5;0;0;5;0;0;0;0
2018;326 - ATS DI BRESCIA;030167-00;OSPEDALE DEI BAMBINI - BRESCIA;45.55518065;10.23255305;39;PEDIATRIA;A;M;427;NEVROSI ESCL. NEVROSI DEPRESSIVE;670;ALTRI DISTURBI;19;MALATTIE E DISTURBI MENTALI;1;1;0;0;0;4;0;0;4;0;0;0;0
